Text,
"Khong nen mua Sony.... che do bao hanh qua kem. Qua tiec cho mot thuong hieu Nhat."
"giá cao quá"
"Chiếc iPad 4 của tôi màn hình 9,7 inch mà pin đã 11500 mAh rồi, chiếc này tới hơn 18 inch và dày mà pin chỉ 5700mAh thôi sao. To và dày vậy đáng lẽ pin phải dùng được 2 ngày, samsung tối ưu linh kiện quá kém"
"Lý do cái máy này ra đời để làm gì??? riêng dung lượng pin 5700 là thấy không có tác dụng gì rồi"
"như cầm cái TV theo :))"
"Ai mà mua, mua cái này thà mua laptop màn hình ứng có phải hơn k?"
"cái này có lẽ chỉ thật sự phát huy tác dụng khi xem phim hoặc thuyết trình mà thôi, chứ lướt web hay làm việc mà để trên bàn như vậy thì thao tác không thoải mái lắm, có lẽ sẽ có phụ kiện bàn phím thì sẽ tốt hơn"
"thua laptop rồi SS ơi!"
"Mình là fan ss nhưng con này ko biết để làm j ?"
"ôi má ơi, máy tính bảng lưng gù."
"Cái ""tấm bảng"" đã ra đời hic"
"thua con note book 10.1 cua minh,gon nhe pin ok"
"điên rồ"
"MTB kiểu này thì thà mua laptop có cảm ứng."
"Một kiểu ""tự sát"" không có đối thủ!"
"cấu hình cùi bắp mà đem so với surface."
"mua cái laptop và một cái mtb nhỏ gọn hữu ích hơn em này rất nhiều."
"Hơi to, xuống 9,7 thì vô đối"
"Cho con tab s2 vào mới thảm họa."
"Tôi không thích Ipad vì không có 3G và dung lượng hạn chế, không có họ trợ thẻ nhớ ngoài."
"Đúng là vua hàng nhái"
"Ipad 4 của mình sau khi nâng cấp IOS 9.1 bị lỗi sau khi sạc mở nắp cover ko tự sáng màn hình. Phải bấm phím cứng. Nhưng chấp nhận được :D iFan mà......"
"chỉ là hạt cát so với surface pro thôi."
"Apple thời Tim Cook ngày càng chán. Các sản phẩm mới không thấy có gì khác biệt và đột phá."
"máy để giải trí mà giá này thì chắc là doanh số không cao rồi :D"
"Không biết có bán được cái nào không. Khổ :(("
"nhược điểm em này có lẽ nằm ở chỗ dung lượng thấp.."
"Và giá chát"
"Tản nhiệt kiểu này bụi lọt vào có vệ sinh được không nhỉ? Tôi không thích thiết kế này cho lắm!"
"Chiều dài 45cm :( bỏ vào túi kiểu gì"
"máy tính bảng 18,4 inch, nặng 2,65 kg. hình như sử dụng hơi bất tiện"
"Sai lầm rồi samsung ơi..."
"Giờ còn RAM=1GB thì không thể chấp nhận được!"
"Tôi chán ông Asus lắm rồi, ngoài cái thương hiệu may mắn ko phải của China còn mọi thứ còn lại đều rất ""China"": chất lượng kém (hỏngvặt). Dịch vụ kém (đi bh nhiều lần, bh lâu). Độ tin cậy thấp (hay hỏng nên mau trượt giá). Kiểu dáng xấu. Đc cái cấu hình cao. Kết luận: cạch, ko nên mua, dc cho cũg ko nên xài."
"máy này chắc mua về đọc báo xem phim k làm đc j nửa. cpu, gpu yếu xìu"
"Không biết nói gì hơn. Mong ASS ra được cái MTB nó ra hồn để mua thì lại ra thế này. Được màn hình 10inch nhưng RAM lại chỉ có 1G + ROM 8G. Cái này dùng để làm gì?"
"Đọc thấy màn hình 10"" tính mua. Nhưng đọc đến đoạn RAM+ROM cùi bắp tụt hứng luôn!!! Giờ bộ nhớ trong 8GB chả cài được gì cho dù cho cài lên thẻ SD . nói cho cài lên thể SD cho sang nhưng thực chất một số ứng dụng không cho cài lên thẻ SD, có cho cài cũng phải cài file apk vào bộ nhớ trong mới chuyển hết data vào thẻ SD.đang dùng 1 con bộ nhớ trong 8GB cài mấy ứng dụng hết bộ nhớ trong, còn thẻ nhớ chỉ chiếm 1 phần ít ỏi data!!! Thật đắng lòng"
"Lac hau the Asus.gio nay ma con chay ram 1g thi co lo si qua!"
"Thiệt ức chế, đọc 10 inch giá 5.5tr muốn mua nhưng đọc cái đoạn ram+rom+camera thiệt y như lao dốc không phanh, thiệt nản cho asus!!!"
"Asus chỉ đc cái mã và trc mắt thôi bạn. Máy dùng 1 năm xuống cấp nghiêm trọng. 1gb ram bộ nhớ 8gb thì update 1 lượt cài 1 game nữa là hết. N"
"Cho tiền ko xài. Ngán Androi zoài"
"Nhìn có vẻ nhạt............."
"tôi mới mua được 05 tháng mà bảo hành tới bốn lần rồi hãng này hành hạ tôi quá đủ rồi mong mọi người cùng cảm nhận"
"Nokia 515 mình mua 06 tháng bảo hành 4 lần..."
"tôi mua cái điện thoại master cục gạch ,nghĩ là bền nên mua, nào ngờ dùng đc 1 tháng thì cứ tắt nguồn dù pin sạc đầy,từ sau này ko mua đt VIỆT nữa"
"Đắt mà cấu hình quá yếu luôn, làm được gì với cái cấu hình 1GB và 16GB lưu trữ ???Còn thua cả cấu hình con surface RT từ đời thủa nào nữa kìa, giá đó mua Lenovo, ASUS, HP tablet chạy win có cấu hình và chất lượng vượt trội hơn hẳn."
"Cấu hình chỉ có 1GB/2GB RAM, 16GB SSD thì không hiểu nó có thể làm được những gì? Cấu hình thua cả những Tablet cấp thấp cách đây 2 năm của Acer, Dell, Archos..."
"Nói chung là vác nhiều nặng túi mà cũng chẳng có hiệu quả công việc, so với tablet windows thì giờ ipad quá mất điểm rồi, đa phần sài win cho công việc, chứ ipad ít phù hợp với công việc chuyên môn quá. Lướt web, gửi email ư ? Xưa rồi diễm. Excell, word ... cứ xem cái ipad nó mần được những thứ này cũng đến hết hơi. Giờ là thời của win + table + wifi + 3g + phone một thiết bị máy tính bảng thay thế laptop, điện thoại... tất cả trong một phục vụ cho nhu cầu từ công việc, giải trí ở bất cứ đâu."
"IPAD sắp hết thời rồi, nó chỉ dùng để xem, và giải trí thôi, làm việc thì chắc muôn đời không theo kịp Laptop và PC"
"giá mắc quá ai mà mua"
"Giá đó thì sài Airl 2 không hơn về mọi mặt sao?"
"Mua bphone còn hơn."
"Mức giá đắt đỏ, cấu hình lỗi thời, tính năng nhàm chán, kiểu dáng cũ rích; nhưng vẫn làm cho người ta phát điên lên, ấy là cái tài của Apple."
"máy tính bảng 9.8"" đã to vật vã rất bất tiện hơn 8"" rồi, giờ ra máy tính bảng 12,9"" thì ... theo tôi sẽ là một thất bại"
"Sao surface đắt thế nhỉ, rất thích tính cơ động của nó, nhưng đắt quá."
"Suface, giá cao quá, so với giá trị sử dụng!"
"Mỏng mà pin yếu thì để làm gì nhỉ"
"giá taplet samsung không bao giờ khiến người dùng hài lòng !"
"vẫn lag"
"Android là hệ điều hành kém cỏi nhất,thua xa windowphone"
"Còn hơn bọn HP nóng, sạc nhanh hỏng, bảo hành thì thôi rồi !"
"Mới được dùng ổ cắm đa năng Xiaomi. Cảm nhận thất vọng với giá hơn 200k"
"Asus. Đúng như tên. Anh sút! Từ card màn hình, main, màn hình đến latop từng dùng cái nào cũng lỗi, hỏng. Ko biết giờ sao"
"Máy thì mỏng, mà cái giá quá dầy."
"Thua em asus mới rồi!"
"Thiết kế viền màn hình và cạnh bàn phím dầy quá"
"Giá chát quá, giờ toàn chuộng loại 2in1 chứ giá này đi quất em suface cho lành"
"Mua cho em gái Macbook Pro, dùng hết bảo hành chết main, hỏi giá thay thế: 11 triệu. Ném máy đi luôn"
"Tôi đang xài Yoga 3 Pro. Nói chung là hay hỏng vặt. Mỗi lần thay thì linh kiện cực kỳ đắt (riêng màn hình khoảng 13tr, rất mỏng và rất dễ vỡ). Nếu là người cẩn thận, nhiều thời gian rảnh và tiền không thành vấn đề thì có thể xài mấy em Lenovo. Còn lại theo tôi nên chọn thương hiệu khác."
"Tôi đã xài Acer S7, đẹp thì đúng rồi, nhưng hay hỏng vặt. Xài Mac ổn hơn nhiều"
"Lớp mạ vàng kia sẽ bong dần, thì lap sẽ xấu quắc."
"Mai mốt thay pin mệt lắm, lỡ tay làm rơi thì cũng xong phim. Thích sang, cơ động thì xuống xèng"
"nói ko với asus tôi gặp q500a từ đầu đến cuối trục trặc giờ bỏ chừa"
"Càng mỏng thì pin càng yếu"
"Mình chán nhất dàng HP, chip VGA nhanh hư quá. Không biết các đời sau thế nào chứ, ngày xưa mua con DV2000 giờ đang đắp chăn làm kĩ niệm"
"Nghe nói dòng K của asus rất tệ."
"Trên đời này bộ hết màu rồi hay sao?"
"Nhìn cái khớp màn hình là biết chưa đủ đẳng cấp như Apple!?!"
"Alienware là trùm hỏng vặt, được cái mã, giá thì bình thường thậm chí còn rẻ hơn so với Asus và Msi . Với lại có điên mới mua con alien 18 này, con này đã hết sản xuất từ 2 năm trước và đang clear hàng , dùng cpu Haswell ko phải skylake như các đời còn lại."
"máy này có cái CPU k phải skylake là thấy không hay rồi"
"đã dùng alien chỉ có một nhược điểm là quá nặng :("
"Xài 3 năm rồi bỏ, buồn cho hàng điện tử."
"wave 3 không nghe được nhạc trên mp3 và cảm ứng hơi tệ "
"Mình xin phép đánh giá là màu hơi kém tí "
"màu sắc tái tái "
"màu vẫn hơi kém sắc nhỉ "
"nhìn cái giao diện chụp hình khựa quá "
"Test khả năng lấy nét liên tục mà chụp 05 tấm xe chạy ngang vậy là không được rồi, d.o.f của camera Zenfone 3 trong hình thử quá dày, zoom vô xe taxi thì khả năng đủ nét là quá dễ. Anh nghỉ không xài chức năng lấy nét liên tục vẫn cho ra kết quả như vậy. Em nên chụp vô xe chạy ngang mà gần người em mới thấy được hiệu quả. "
"không xài Asus nữa! hỏng lặt vặt và nhiều thứ rất tào lao "
"Video quay kiểu gì mà màu sắc thay đổi liên tục vậy bác "
"Giá bản in thành phẩm quá cao. Thích hợp cho cá nhân hay tổ chức chuyên nghiệp hoặc đại gia thôi. Còn dịch vụ thì cứ ra lab là lựa chọn tốt nhất. "
"giá chát nhỉ. thôi mang ra tiệm in 3000đ 1 tấm cho nó lành =)) "
"Chơi ảnh 10x15 mua máy khổ nhỏ mực bơm liên tục kinh phí hơn nhiều bác nhể (y) "
"Giá 6 củ thì cũng bình thường nêú ko muốn nói là cùi "
"không có thiện cảm tí gì về oppo một ngày phải gặp cái mặt thím Tùng đẹp trai nhất nước cả chục lần là ít!!! đi đâu cũng gặp, riết phán hờn luôn ... gặp từ TV, ngoài đường, báo chí, video clip, phim hài, v.v.... nói chung là oppo nó mua hết ca sĩ việt nam rồi hay sao ý hự.... riêng cái oppo f1s này thấy chụp ảnh cũng tầm thường sao ý, chả đến mức gì gọi là xuất sắc, chắc được mỗi cái camera trước cho chụy em "
"Chất lượng CAM chỉ so sánh được với huyền thoại cách đây nửa thập kỷ Nokia N73. "
"Dm. Lại PR cho Tàu. Vãi cả Tinh Tế ko có tý tinh thần dân tộc nào cả. "
"Ngán thằng tàu khựa này quá rồi, tinh tế nên viết bài về khoa học lại thấy hay hơn á "
"Gì chứ cứ nhìn thấy oppo và cái thg st mượn tác phẩm ý là ghét rồi "
"Nó còn tự cho nó cái danh hiệu camera phôn mới ghê chứ. Vậy mới thấy người tiêu dùng việt nam thông minh đến mức nào, và kg phải cứ bán được nhiều đt là sp đó tốt nhất "
"Mình không thích hàng tàu giới nghệ sĩ mê muội hết rồi ! "
"lúc đầu thích bon sơn tùng, noo phước thịnh lắm nhưng về sau nó quảng cáo cho oppo nhiều quá đâm ghét, đt oppo đéo rẻ tí nào luôn so cả về chất lượng và cấu hình, nghe tiếng chuông ở đâu chỉ muốn đập cmn máy ra "
"Cái con điện thoại tàu này có gì hay? Không muốn nói là lởm vãi đ*i, thêm đc thánh Tùng Núi chuyên đạo nhạc. "
"Không nên mua oppo nhé mọi người. "
"giờ nghe tới hàng china là thấy hơi hãi rồi. Tầm tiền này thôi cứ sam, LG, lumia mà xài thôi "
"Cảm biến vẫn bé tí, khẩu độ 2.0 quá bình thường. PR quá lố và bơm tiền marketing vẫn là cách mà Oppo làm. Có 1 điều cuối cùng đáng ghi nhận là họ đang thành công dù với trò mèo nào đi nữa . "
"Từ ngày đầu e đã không ưa thằng Oppo này rồi, và sau cái vụ Biển đảo lại càng ghét nó nữa, cạch mặt, gặp ai muốn mua đt e cũng bảo không mua thằng này "
"có ngon mấy cung ko mua oppo. ko ưa từ cái nhìn đầu tiên "
"SS giống bị dơ kính camera vậy ??? Thấy ánh đèn 1 số ảnh có vệt dài "
"Ngày càng tào lao "
"1 con máy cùi mà hàng chục bài review đủ thể loại trên tinh tế?? k hỏi cũng nên tự biết chứ bạn "
"con s7 cháy sáng như thế kia mà bác bảo đẹp sao "
"Là người dùng phổ thông, tôi chọn s7e. "
"Nếu thực sự thích thì nhích, mình k thích màu nịnh như S7 nên kiếm em BlackBerry PRIV sài "
"Cảm giác như cam s7 lau k sạch bị sương ấy nhỉ "
"Bạn mua mobistar là phải vì bạn đâu có hiểu gì về chụp anh đâu mua con nào cũng vậy. Bạn không thấy mod đang dìm con S7 sao? ngay cả mod còn không đưa ra nhan định cá nhân gì. Nếu so công bằng à chụp con mobistar thua xa con s7e nhe bạn. cùng một thời gian phơi sáng S7e lấy ánh sáng nhiều hơn mobi rất nhiều nên nó cháy sáng thôi. Nếu giảm thời gian phoi sáng xuống thì mobi lấy cửa gì mà so. Không phải đơn giản thế giới người ta đánh giá cam S7e là số 1 đâu. "
"Số chấm liên quan gì với bức hình nhỏ xíu thế này, Nếu SS nó làm siêu phẩm chỉ chụp như thế này thì nó phá sản rồi, đừng bào giờ có quan niệm là mobista hơn được các hãng lớn như SS hay apple nhé, thằng mobis này so với mấy con lumia cùi mía 930 950 con chua có cửa nữa đấy "
"con mobiistar chụp raw còn đẹp chứ ảnh jpg trông xử lí thấy gớm "
"Chụp đêm xấu như nhau... Cái cảm biến bé như hạt gạo thì so sánh làm gì cho mất công Mà tinh tế chơi thiết bị hay chơi lỹ thuật chụp ảnh thế ? "
"Pr cho mobistar thì cứ bảo làm thế. Sao phải chụp ảnh của s7 xấu. Mấy cái điện thoại tàu đội lốt hàng Việt Nam chất lượng Trung quốc. S7 chụp ảnh đẹp nhất mà thua con này. Mấy admin tinh tế hay quá. "
"Sao em S7E chụp ảnh như sương sớm mai HN vậy? Siêu phẩm chụp chọt thế nào mà thua cả em Mobitsar hả trời... Đúng là Sam chỉ được cái quảng cáo lừa phĩnh là giỏi "
"Thực sự thì do khẩu to nên ngay từ đầu S7 đã là cái máy phơi kém chứ có gì nổi trội đâu. Đừng nghĩ nó chụp cái gì cũng đẹp "
"Bác nói chuẩn, S7 như bẩn, làm đọng sáng lại , toàn bộ ảnh kể cả nền trời cũng bị lây. "
"Giờ thì ai mua điện thoại Sam về chụp hình thì cũng phải nghĩ lại, chụp còn xấu hơn cả phone Việt Ủng hộ hàng Việt đẩy lùi hàng Hàn.... "
"Liện quan quái tới 5s mà khoc em ơi, S7E chụp xấu hơn cả phone Việt Đau lòng cho 1 siêu phẩm "
"Đắng lòng mang tiếng siêu phẩm Giờ lòi ra cũng chỉ là chiêu PR, lừa phỉnh Chụp không bằng con Mobi cùi bắp "
"Thật không thể tin nổi. Q là của tàu khựa mà dìm ss của e hả samsung nhiều gái xinh ss in my heart "
"Chỉ qua mắt được gà mờ thôi chứ Mobi tuổi gì mà đọ S7. "
"Không đẹp bằng con Redmi Pro chụp "
"Thôi quá hãi với HTC ! Lag má ơi ! Đã cọc Note 7 ! "
"Tôi thấy ám vàng là 1, xử lý màu da người quá tệ là 2 nên ko bao giờ thích chất ảnh của đám lumia. Chụp phong cảnh thì được. "
"Kính camera bằng sapphire mà sao dễ trầy vậy ta?Của e nó trầy tan nát luôn rồi "
"Cảm nhận em này vẫn chưa bằng được lumia 950xl "
"Khó chụp quá bác,phải nhìn tận mắt mới thấy đc,kính sapphire gì mà dỏm thật,nguyên 1 đường trầy dài + xước dăm cả mặt kính,nhìn chán ko thể tả.con 6 bx e xài mấy năm nay,quăng quật rớt bn lần mà mặt kính vẫn còn y nguyên như mới. "
"Giá này thì chắc ít người chơi "
"Một phụ kiện điện thoại quá lí tưởng , quá hay , giá hợp lí ... Điểm trừ duy nhất là gắn zô chụp xấu hơn ko gắn ... hahaha "
"Thất bại của LG G5 là đây "
"Metrophone mua hàng 1 lần tởn tới già... "
"Mình cũng có 1 cái của tàu khựa, góc rộng thế này và chụp lên cũng bị mờ hơn như vậy. Chụp đêm còn khó hơn nữa "
"Có cảm giác màu bị sai và ở rìa bị mờ... "
"Hệ số có 0.63x àk, mua bộ 0.36x chụp đã hơn . "
"không ấn tượng chút nào, thà lùi mấy bước để lấy góc rộng còn hơn mất công gắn cái này vô "
"Lúc trước cũng tính mua cái như thế nhưng thấy họ review ko đc ngon cho lắm "
"Giá hợp lý thì xúc đi, :V quá cao so với 1 món đồ chơi mình thấy ảnh gắn vào chụp trời mây còn đẹp hơn :V "
"Cũng k rộng hơn bao nhiêu, giá thì còn cao quá "
"Ngoài cái Macro với cái ống tele zom 12x ra còn lại léns điện thoại chả có tác dụng mịa gì ) "
"biến dạng vậy mà thấp )) "
"giá cao quá "
"giá 600k vẫn hơi to, vỏ case mod được "
"Lens cùi bắp 32k. "
"Thường thi mấy bộ 3 in 1 rất lởm. Nhìn hệ số nhân trên x0.75 là k ham rồi vì biết chất lượng k tốt "
"mới ra tiệm tính mua test thử trên Z3 tối gốc nặng quá nên thôi đi về "
"MRL cuối cùng thì cũng ống kính lỉnh kỉnh. Tiêu chí gọn nhẹ cũng mất. Khả dĩ nhất khi chọn 1 body 1 lense là ống 18-55, mà giá 13tr5 cũng chát thật. Giá này chơi Canon 100D + sigma 17-70 vừa rẻ vừa gọn nhẹ, vừa đa dụng. chụp khéo thì cũng đẹp như nhau thôi "
"Những máy kiểu này em thích lắp lens fix/prime dưới 35mm, Nó đã thiết kế để gọn nhẹ thì phải lắp cái lens nhỏ thì Chứ lắp lens to khác gì con sò kẹp quả chuối to, kinh bỏ m "
"Còn Pro 2 mà bác. Tức là bác thớt hỏi nếu phải dùng 1 ống thì thích 35f2 vì nhỏ gọn. Ống 23f1.4 vẫn to và nặng hơn, và chụp chân dung thì gần quá. Hi! "
"C Cái 100-400 nhìn còn tởm nữa bác ợ "
"Nếu lấy camera làm tiêu chí ,bỏ qua các thứ khác thì con này quá đắt với cái giá 8 củ. "
"Hình bị cháy sáng quá nhiều, hình chế độ HDR thì như có 1 màn sương vậy . Cam chưa thật sự tốt vs giá mà nó mang lại "
"Có cảm giác kính Asus mỏng và giòn. Thế hệ trước màu sắc hiển thị xấu mù. Dù Asus tung hô là dùng golila glass mấy đi nữa. Mình đã bể một em zenTab và một con zen 2 mua buổi sáng buổi trưa về rơi bể toang "
"hình HDR quá tệ, nhìn hình thấy tương phản kém, nâng sáng quá mức làm hình như bị phủ một lớp sương mờ "
"gái gái PS: máy ảnh hơi ẹ, ko trong, màu ko thật "
"Ảnh chụp HDR nó tăng sáng vùng tối lên quá lên ảnh không có chiều sâu mà bị mờ mờ thiếu tương phản, Xem cái ản chụp với vùng trời nhìn tệ quá còn những kiểu khác cơ bản là rất tốt với dân thường toàn chụp auto như mình./ "
"Giá bản Zenfone 3 tiêu chuẩn thì mình sẽ cố thêm vài trăm làm em One Plus 3, còn nếu mà có đủ tiền mua bản deluxe thì thôi ráng thêm làm 2 con One Plus 3 2 màu thay đổi cho thích :/ - 1 fan trung thành với ASUCK từ Zenfone 5, Zenfone 2 chia sẻ... "
"bật HDR lên sao nhìn nó cứ lóa lên ấy nhỉ "
"ảnh HDR xấu 1 cách thậm tệ , 2016 rồi mà còn tệ vậy ư "
"em này giá như bên đài thì đỡ lăng tăng... về VN giá đội lên kinh khủng .... thiên đường có khác... "
"hình như redmi note 3 chụp .... chưa ngon so với giá "
"HDR tệ quá thể -_- "
"ảnh xấu, mẫu đẹp "
"9 củ mà k thêm được cái đèn nền cho mấy phím điều hướng :d asus tinh tế thật "
"2 zen đời trước, cam hơi tệ. e con nhớ con zen 5 đời đầu chụp ảnh trông cứ như hoạt hình luôn ý. "
"bị cháy sáng quá với lại cái ảnh ở thanh liên giống như bị phủ sương "
"lens E 16-50mm chỉ là lens chữa cháy của sony so làm sao với XC 16-50mm được, chưa kể giá còn khác hẳn nhau. Đánh giá con a6300 qua con mắt lens rác 16-50 thì thật là thiển cận. Đẳng cấp của sony là file RAW, jpeg chỉ để làm cảnh, quả này sony rất thông minh dành tài nguyên hệ thống để tăng khả năng chụp nhanh còn hậu kì là việc của máy tính. File raw của fuji thì đúng là thô như cái bô, xứng đáng vứt vào giỏ rác. Đơn giản là một bức ảnh đẹp thì fuji hơn, nhưng muốn có một bức ảnh đỉnh cao thật sự làm người khác phải trầm trồ thì ko ai khác ngoài sony. "
"Đồng ý với bro, pen kit sony flare quá chán "
"Lens kit Sony ko bằng Fuji cho dù Fuji 16-50. Thằng Fuji có con 18-55 phải nói ngon. Khoản lens Sony quá chán, kit quá cùi. Còn muốn Upgrade thay kit thì tòan thứ mắc, chỉ có fix 50, 35 là còn rẻ và ngon. "
"Nhưng thật sự là sony gần như bán body với nhùi nhùi công nghệ chủ yếu để thu hút rồi mua len là chính, sony thì cái gì cũng tốt, nhưng đụng tới việc mua len thì khiến bao người muốn nhảy vào phải ái ngại. "
"Mua máy thì phải fullframe, chụp hình thì phải manuel, xuất hình thì nhất định phải file raw ... cuối cùng thành phẩm ra tấm hình jpg cho người ta nhìn thì y như ...s ... Đúng là những con vịt bầu lại cứ thích làm thiên nga. Chán ! "
"Fan Olympus ngậm ngùi đi ra. Tự an ủi Lens của Olym-Pana ngon bổ rẻ, cảm biến cùi nhưng đủ dùng. "
"chụp ban ngày mà bết dã man thế "
"Chụp trong điều kiện thiếu sáng có vẻ không tốt lắm, phải dùng lightroom mới kích màu và làm trong hình ảnh được thì không ổn. "
"Ảnh chụp thiếu sáng rất tệ, đặc trưng của máy Tàu. Cơ mà em mẫu ngon cơm quá "
"Mình đặt x6s ở đó luôn rồi bạn ơi, vì nghe bảo đo nhịp tim của vidonn k chuẩn lắm, với cả cần notify của nó hơn Không liên quan lắm mà tcs lấy phí ship hn-sg mà lấy 40k cho cái vòng đeo mà đi chuyển phát tiết kiệm của viettel   "
"Bác nào đã lấy con A6 bên TCS mà ngoại tỉnh ko, tiền ship 40k mà chuyển phát chậm cho mình, chuyển phát báo 5 ngày mới có, quá thất vọng "
"Cái cảm biến chuyển đôngj kém ghê, quay tay lúc hiện lúc ko "
"em mua đc 2 ngày hỏng, shop ko thèm nói gì luôn nói mỗi câu lỗi do người dùng ko bảo hành "
"Lúc trước rất ok. Giao hàng nhanh. Gần đây mình mua 4 món: đèn led, pin du phong, android box mxq, va o cam xiaomi. Nhưng nhận hàng không có pin dự phòng. Mình không nhận và điện thoại tcs nhung mới 8h sáng nên chưa có ai trả lời, lúc sau điện thoại bên tcs bảo nhận dùm rồi ktra. Rồi mình bảo không nhận. Đùn qua đùn lại bảo chuyển hoàn. Xong mình bỏ đơn hàng luôn. Mà đặt từ thứ 3 tới thứ 2 tuần sau mới có. Mới đây mình có đặt đơn hàng 15/06/2016. Tới giờ vẫn chưa gọi xác nhận hay đá động gì. Chat với hỗ trợ của web cuahangtcs thì không thấy ai phản hồi. Vô cùng thất vọng. Anh em mua hàng ở TCS. Nhớ COD và kiểm tra hàng. Nếu không đủ tuyệt đối không nhận. Vì ký nhận là kể như xong hết. Không nói gì được nữa đâu. Mấy dòng chuyện bản thân. Tất cả đều có mail và ảnh chụp lại. Chia sẻ cho a e cẩn thận. Coi đợt hàng này tcs thế nào. "
"vừa nhận cuộc gọi xác nhận của tcs. nhân viên bảo vui lòng chuyển tiền trước để nhận hàng vì lần trước anh ko nhận hàng (do thiếu sản phẩm). mình nói mình ko nhận là do thiếu sản phẩm cái nhân viên nói nhớ rồi... mai sẽ chuyển hàng. mà chắc mình ko tham gia topic này rồi a e ơi. tự nhiên thấy bựa bựa nên kêu bỏ ra cái vòng đeo tay rồi (em vidonn a6 này nè)... sau gần 7 ngày (mai nữa là đủ) ta đã nhận được cuộc gọi xác nhận. chắc 6 - 7 ngày nữa sẽ có hàng. vậy là gần bằng mua hàng trên amazon òi nè. . hẹn gặp lại a e "
"em ở xa, gọi điện thì ko nghe máy hay nói thế này thế kia, cmt trên fb thì lại bảo là lỗi này do người dùng ko bảo hành, bác bao em phải làm như nào ? "
"em mua bên tcs bác ạ, chán đừng hỏi, "
"đi tập thể dục về , thấy ko lên cắm sạc vào cũng ko lên, chán, nhưng lỗi như này ko đc bảo hành thì ko hiểu nổi "
"tự dưng ko lên nguồn mà chỉ bảo là lỗi người dùng thì quá vô lí, phải bảo là bạn xài vô nước hay rơi rớt gì chứ "
"Cái chức năng moveless của con A6 này hình như không hoạt động ấy các bác ạ "
"lần trước COD mình khui hàng ngay chổ viettelpost luôn. và kết quả là thiếu sạc dự phòng xiaomi 10000mAh 259k. và mình ko chịu nhận. may mà COD chứ trả tiền rồi... biết kêu ai.... khi mình liên hệ TCS thì bảo là chuyển đủ hàng, rồi bảo do Viettel chuyển hàng bị mất sạc. nếu bạn không COD thì lúc này ai chịu? vì cửa hàng nói là chuyển đủ hàng rồi đó. không lẽ bạn kiện viettel... cái này là hạt bụi kiện vũ trụ đó. "
"Nói chung là hên xui. Tcs hiện tại theo cảm nhận của mình chỉ là thời gian hỗ trợ hơi lâu, nhưng một khi đã liên lạc dc thì hỗ trợ tận tình, thái độ tốt . Còn thời gian ship hàng, tcs gửi hàng tương đối nhanh, còn lại phụ thuộc vào thơi gian ship của hãng vận chuyển thôi. Còn chất lượng hàng thì ở đâu cũng vạy thôi. Chênh nhau thời gian bảo hành. Thiết nghĩ thưng hiệu tcs nó cũng hơi lớn mạnh nên nó cũng kiêu. Nhưng nói thật bác nào có phản hồi xấu thì cứ liên hệ trực tiếp của hàng cho ra lẽ rồi tính . "
"i5 plus thì nghe bảo chống nước chán bạn ah, mình mới lấy con x6s mà mới 2 ngày bị hở mặt kính, đang gửi lại ra xem bên tcs trả lời thế nào. "
"móa viettel làm ăn như shit, cpn từ 21 mà hnay chưa tới, hỏi thì bảo do cái vòng tay bị cấm vận chuyển hàng không, phải chuyển sang đường bộ nên mai mới tới "
"Con A6 vẫn còn lỗi tiếng việt,tại lúc chiều xem tin nhắn thấy ko lỗi tại vì con bạn viết không dấu,mình vừa thử test lại đúng là lỗi "
"Mình hôm nay lại phát hiện thêm lỗi nữa, sau một đêm đem điện thoại gọi thử. Trên A6 ko nhận thông báo mà trên đt phần mềm báo ngắt kết nối. Xong khi ko gọi nữa thì phần mềm lại báo kết nối. Trên A6 cũng mất biểu tượng bluetooth giống trên phần mềm điện thoại. Ko biết có phải do phần mềm ko, hay do điện thoại mình lên android 6.0 ko tương thích với phần mềm ko biết có đúng ko? "
"sáng nay nhận hàng em nó có 1 số chia sẽ vs anh em như sau: -quay tay bật màn hình ko ổn định. lúc đc lúc ko, dự là do phần mềm. điên luôn vs em nó. -có tiếng Việt nhưng font xấu cần hoàn chỉnh về phần mềm. - đo nhịp tim sai số vs con note 4 của mình, nhưng ko nhiều. -app trên android thấy cùi hơn trên ios. đồng bộ bao ngu. -màn hình ko sáng lắm. nhưng ít ra nắng nên ko sao. "
"Hàng này gia công kém, chất lượng không đồng đều. Vì thế tốt nhất ko nên test ngâm nước và khoe test ngâm nước bác ạ. "
"bọn tcs như shit. thông tin bảo hành thì nó bảo ghi trên thẻ bảo hành. thẻ bảo hành gửi cho mình thì ko ghi cái gì nên chả biết thế nào. Thế chuẩn của nó là bh 6 tháng hả bác "
"a em cẩn thận nha. TCS bán hàng giả, hàng nhái đó. giao hàng lúc thì mất hàng. bây giờ có đủ hàng thì là hàng nhái. mình mua cái tivi box. MXQ. nó giao hàng nhái. bây giờ play store ko vào đc nữa rồi "
"Đang điên vì đung android hỗ trợ phần mềm cùi quá... ios ít khi bị dis,android bị hoài. Mong là sẽ có update ngon hơn. Chứ thấy trừ nhịp tim,còn lại thua i5+,. Bùn ghê... "
"Font bị lỗi tiếng việt có dấu '?~• ví dụ ố sẽ ko hiện. Nhịp tim lỗi tùm lum "
